0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,new term,int_rates_add_2pct
316,111755780,,10000,10000,10000,36 months,14.08,342.17,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,13.87,0,Feb-07,1,24,,10,0,6374,91.1,29,w,48 months,16.08
317,111987306,,4500,4500,4500,36 months,11.99,149.45,B,B5,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,565xx,MN,31.86,0,Jun-00,0,48,,10,0,7757,73.9,24,w,None,13.99
318,111957482,,25350,25350,25350,60 months,19.03,658.02,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,762xx,TX,22.06,0,May-05,1,,90,13,1,10638,68.2,27,w,None,21.03
319,111076730,,11000,11000,11000,36 months,10.42,357.12,B,B3,Jun-17,Late (16-30 days),n,,debt_consolidation,Debt consolidation,606xx,IL,22.64,0,Dec-06,0,,,7,0,9619,74.6,16,w,48 months,12.42
320,112199737,,25000,25000,25000,60 months,16.02,608.22,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,640xx,MO,17.41,0,May-02,0,,,8,0,2792,29.4,11,w,None,18.02
321,112435319,,25000,25000,25000,36 months,13.59,849.48,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,295xx,SC,4.22,0,Jun-04,0,,,5,0,7132,58.5,23,w,48 months,15.59
322,112149797,,10125,10125,10125,36 months,9.93,326.38,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,25.24,0,Dec-04,0,,,57,0,18476,52.8,102,w,48 months,11.93
323,112432997,,16000,16000,16000,36 months,9.93,515.75,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,34.83,0,Feb-00,0,,,11,0,52858,83.4,17,w,48 months,11.93
324,112033235,,7200,7200,7200,36 months,19.03,264.04,D,D3,Jun-17,Current,n,,other,Other,130xx,NY,28.03,0,Aug-13,1,,,20,0,5301,22.1,21,f,48 months,21.03
325,112106035,,28000,28000,28000,60 months,20.0,741.83,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,158xx,PA,11.58,0,Mar-06,0,,100,8,1,16018,63.1,15,w,None,22.0
326,111866663,,5000,5000,5000,36 months,16.02,175.84,C,C5,Jun-17,Current,n,,moving,Moving and relocation,070xx,NJ,21.21,0,Feb-95,0,,44,12,2,8395,66.1,16,w,48 months,18.02
327,112051635,,18000,18000,18000,60 months,9.93,381.83,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,275xx,NC,26.52,0,Aug-88,0,48,,28,0,39723,71.2,51,w,None,11.93
328,112026073,,3000,3000,3000,36 months,7.35,93.12,A,A4,Jun-17,Current,n,,home_improvement,Home improvement,151xx,PA,16.01,0,May-00,0,,,14,0,6444,12.1,23,w,48 months,9.35
329,112075416,,12000,12000,12000,60 months,14.08,279.72,C,C3,Jun-17,Current,n,,other,Other,919xx,CA,26.42,0,Jan-02,0,,,7,0,11750,82.7,18,w,None,16.08
330,112047511,,4000,4000,4000,36 months,10.42,129.86,B,B3,Jun-17,Current,n,,moving,Moving and relocation,283xx,NC,30.25,0,Dec-02,0,,,11,0,3163,35.1,21,w,48 months,12.42
331,111758413,,12000,12000,12000,36 months,7.97,375.88,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,324xx,FL,11.52,0,Jan-02,0,,,11,0,9480,35.0,23,w,48 months,9.969999999999999
332,112153402,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,other,Other,370xx,TN,30.94,2,May-93,1,18,,13,0,30616,82.7,25,w,48 months,9.969999999999999
333,112438155,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,141xx,NY,25.06,0,Nov-96,1,,,20,0,8756,13.3,33,w,48 months,11.44
334,111976241,,32475,32475,32475,60 months,19.03,842.96,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,109xx,NY,12.35,0,Jun-07,0,70,56,8,1,2179,34.6,9,w,None,21.03
335,111976854,,25000,25000,25000,60 months,21.45,682.68,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,748xx,OK,10.35,2,Jun-08,0,,,11,0,953,7.0,14,w,None,23.45
336,111886925,,20000,20000,20000,36 months,5.32,602.3,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,300xx,GA,26.18,0,Mar-94,3,,,13,0,180224,86.0,55,w,48 months,7.32
337,110112290,,20000,20000,20000,60 months,18.06,508.53,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,294xx,SC,21.15,2,Mar-02,0,13,,18,0,17781,61.5,37,w,None,20.06
338,110750605,,9000,9000,9000,36 months,12.62,301.61,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,166xx,PA,7.42,0,Jul-91,2,75,,4,0,0,0.0,13,w,48 months,14.62
339,111774938,,25000,25000,25000,60 months,10.42,536.36,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,850xx,AZ,13.49,0,May-97,1,80,,9,0,11821,32.0,23,w,None,12.42
340,112437177,,11000,11000,11000,60 months,12.62,248.15,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,130xx,NY,20.58,0,Jun-04,0,,,5,0,4226,41.8,15,w,None,14.62
341,110657507,,12000,12000,12000,60 months,19.03,311.49,D,D3,Jun-17,Current,n,,credit_card,Credit card refinancing,853xx,AZ,16.6,0,Nov-05,0,,,14,0,40982,85.6,28,w,None,21.03
342,111858785,,12000,12000,12000,60 months,9.44,251.68,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,152xx,PA,14.44,0,Jul-07,1,,,9,0,15923,39.0,18,w,None,11.44
343,111428004,,3000,3000,3000,36 months,14.08,102.65,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,953xx,CA,15.24,0,Nov-00,0,,,6,0,39276,85.9,12,w,48 months,16.08
344,111956832,,3000,3000,3000,36 months,13.59,101.94,C,C2,Jun-17,Fully Paid,n,,home_improvement,Home improvement,760xx,TX,21.83,0,Feb-04,1,,,10,0,14684,73.1,16,w,None,15.59
345,111975601,,25000,25000,25000,60 months,9.93,530.32,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,021xx,MA,28.97,0,Oct-05,0,,,21,0,9804,68.1,50,w,None,11.93
346,112428906,,10800,10800,10800,36 months,9.44,345.66,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,850xx,AZ,11.96,0,May-91,0,61,,12,0,15786,54.2,35,w,48 months,11.44
347,110347796,,10000,10000,10000,36 months,9.44,320.05,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,775xx,TX,9.36,1,Feb-86,1,16,,21,0,9649,13.3,25,w,48 months,11.44
348,112313695,,20000,20000,20000,36 months,20.0,743.28,D,D4,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,559xx,MN,18.19,0,Dec-05,0,81,,6,0,2518,37.6,13,w,48 months,22.0
349,112432503,,15000,15000,15000,36 months,5.32,451.73,A,A1,Jun-17,Current,n,,other,Other,707xx,LA,12.17,0,Sep-95,1,40,,15,0,13294,23.0,38,w,48 months,7.32
350,112432097,,10000,10000,10000,36 months,5.32,301.15,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,18.08,0,May-02,1,,,23,0,23550,38.8,55,w,48 months,7.32
351,112043549,,20000,20000,20000,60 months,23.88,573.97,E,E2,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,530xx,WI,34.1,0,Oct-05,0,,,18,0,32776,60.0,45,w,None,25.88
352,111872157,,15000,15000,15000,36 months,5.32,451.73,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,193xx,PA,4.15,0,Nov-03,0,,,8,0,13624,24.9,22,w,48 months,7.32
353,111996638,,19200,19200,19200,36 months,10.91,627.77,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,077xx,NJ,18.55,0,Sep-10,0,43,,11,0,23046,60.6,23,w,48 months,12.91
354,111417551,,4500,4500,4500,36 months,9.93,145.06,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,128xx,NY,19.57,1,Mar-99,0,22,,6,0,2852,30.3,14,w,48 months,11.93
355,112329824,,9000,9000,9000,36 months,5.32,271.04,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,6.34,0,Feb-00,2,,,16,0,8568,20.6,36,w,48 months,7.32
356,111807637,,9600,9600,9600,36 months,14.08,328.48,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,329xx,FL,23.22,1,Aug-89,1,11,,8,0,5203,43.7,21,w,48 months,16.08
357,112045518,,6000,6000,6000,36 months,15.05,208.14,C,C4,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,917xx,CA,15.39,0,Jul-07,0,,,5,0,1825,50.7,6,w,None,17.05
358,112437388,,6000,6000,6000,36 months,7.35,186.23,A,A4,Jun-17,Current,n,,other,Other,377xx,TN,11.41,0,Apr-01,0,,,7,0,3730,12.3,21,w,48 months,9.35
359,112146732,,12000,12000,12000,36 months,9.44,384.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,981xx,WA,4.67,0,Jul-07,0,,,5,0,15253,35.8,21,w,48 months,11.44
360,112028295,,5000,5000,5000,36 months,12.62,167.56,C,C1,Jun-17,Current,n,,other,Other,071xx,NJ,15.45,2,Jul-00,0,10,,8,0,5407,84.5,23,w,48 months,14.62
361,111826070,,22750,22750,22750,36 months,25.82,914.44,E,E4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,980xx,WA,17.94,1,Aug-93,0,17,,11,0,29935,101.5,38,w,48 months,27.82
362,112048596,,15000,15000,15000,36 months,13.59,509.69,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,680xx,NE,20.32,1,Sep-92,1,11,,13,0,12781,45.2,39,w,48 months,15.59
363,112399436,,20000,20000,20000,36 months,7.97,626.46,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,15.8,0,Jul-97,0,43,,9,0,44748,50.1,25,w,48 months,9.969999999999999
364,111946801,,24000,24000,24000,60 months,11.99,533.75,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,243xx,VA,23.82,0,Apr-09,1,,,12,0,15219,75.0,17,w,None,13.99
365,112152443,,35000,35000,35000,36 months,5.32,1054.02,A,A1,Jun-17,Fully Paid,n,,home_improvement,Home improvement,980xx,WA,30.51,0,Sep-97,2,,,24,0,32088,47.5,41,w,None,7.32
366,112051168,,9100,9100,9100,36 months,9.44,291.25,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,211xx,MD,4.98,1,Dec-04,0,5,,4,0,6379,60.8,8,w,48 months,11.44
367,112149948,,10000,10000,10000,36 months,15.05,346.9,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,12.83,0,Jun-03,0,,,10,0,10651,78.9,13,w,48 months,17.05
368,111529616,,6000,6000,6000,36 months,21.45,227.44,D,D5,Jun-17,Current,n,,other,Other,606xx,IL,10.88,0,Dec-05,1,59,,12,0,2219,54.1,27,w,48 months,23.45
369,111462115,,35000,35000,35000,60 months,13.59,806.97,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,12.75,0,Aug-91,1,35,59,15,1,73281,54.0,32,w,None,15.59
370,112279771,,3600,3600,3600,36 months,10.42,116.88,B,B3,Jun-17,Current,n,,moving,Moving and relocation,950xx,CA,19.85,0,Oct-06,0,79,,10,0,21391,100.4,20,w,48 months,12.42
371,111862085,,2500,2500,2500,36 months,15.05,86.73,C,C4,Jun-17,Current,n,,other,Other,683xx,NE,24.02,0,Jul-94,0,,,9,0,24763,65.5,17,w,48 months,17.05
372,111659998,,36000,36000,36000,60 months,16.02,875.84,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,760xx,TX,17.78,0,Nov-03,0,28,,13,0,25138,49.2,37,w,None,18.02
373,110540445,,25000,25000,25000,36 months,11.99,830.24,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,109xx,NY,16.88,1,May-94,0,22,,9,0,25694,90.8,17,w,48 months,13.99
374,112219680,,21600,21600,21600,36 months,9.93,696.27,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,606xx,IL,29.42,0,Sep-93,0,30,,19,0,37952,61.0,39,w,48 months,11.93
375,112339839,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,076xx,NJ,5.05,0,Oct-05,1,,,4,0,8971,28.8,4,w,48 months,12.42
376,112058180,,4500,4500,4500,36 months,7.21,139.38,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,212xx,MD,16.75,0,May-89,2,,,8,0,45900,63.3,17,w,48 months,9.21
377,112073614,,5000,5000,5000,36 months,13.59,169.9,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,146xx,NY,20.12,0,Nov-11,0,51,,4,0,3925,78.5,6,w,48 months,15.59
378,112438267,,3200,3200,3200,36 months,7.35,99.32,A,A4,Jun-17,Current,n,,vacation,Vacation,347xx,FL,15.99,0,Aug-04,0,,,12,0,17445,50.0,24,w,48 months,9.35
379,111796083,,22000,22000,22000,36 months,13.59,747.54,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,953xx,CA,25.33,0,Aug-06,3,,103,23,1,23043,44.7,50,w,48 months,15.59
380,112433955,,2500,2500,2500,36 months,20.0,92.91,D,D4,Jun-17,Current,n,,home_improvement,Home improvement,780xx,TX,18.64,0,Mar-06,0,,,8,0,652,4.7,26,w,48 months,22.0
381,111965519,,16200,16200,16200,36 months,9.93,522.2,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,136xx,NY,31.94,4,Nov-94,0,10,,19,0,6912,26.1,32,w,48 months,11.93
382,111936757,,20000,20000,20000,60 months,17.09,498.02,D,D1,Jun-17,Current,n,,home_improvement,Home improvement,923xx,CA,1.83,2,May-93,0,0,,5,0,3573,51.0,14,w,None,19.09
383,112082850,,5000,5000,5000,36 months,21.45,189.54,D,D5,Jun-17,Late (31-120 days),n,,moving,Moving and relocation,722xx,AR,19.2,0,Aug-91,3,70,82,15,1,18787,57.6,31,w,48 months,23.45
384,112152579,,5000,5000,5000,36 months,14.08,171.09,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,803xx,CO,19.32,0,May-06,0,,98,9,1,4370,45.1,11,w,48 months,16.08
385,112432802,,2000,2000,2000,36 months,10.42,64.93,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,773xx,TX,18.56,2,Apr-01,0,3,,17,0,7612,29.6,25,w,48 months,12.42
386,112061991,,30000,30000,30000,36 months,15.05,1040.7,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,25.91,2,Jul-02,1,3,39,21,1,12399,31.9,29,w,48 months,17.05
387,112431950,,25000,25000,25000,36 months,9.93,805.86,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,060xx,CT,16.89,0,Nov-00,0,44,,17,0,34688,74.4,28,w,48 months,11.93
388,112046607,,20000,20000,20000,36 months,16.02,703.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,925xx,CA,14.02,0,Oct-05,0,76,,8,0,14206,78.1,20,w,48 months,18.02
389,112059488,,4200,4200,4200,36 months,10.42,136.36,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,29.7,0,Nov-77,0,,92,12,1,14477,47.8,25,w,48 months,12.42
390,111987934,,30000,30000,30000,36 months,5.32,903.45,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,105xx,NY,17.39,0,Nov-82,0,,,16,0,25840,47.9,23,w,48 months,7.32
391,112435341,,4400,4400,4400,36 months,7.97,137.82,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,847xx,UT,22.46,0,Aug-92,0,68,,15,0,8624,41.1,27,w,48 months,9.969999999999999
392,111818264,,24000,24000,24000,36 months,11.99,797.03,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,230xx,VA,25.01,0,Aug-07,1,52,,19,0,6590,17.8,39,w,48 months,13.99
393,112169797,,2400,2400,2400,36 months,13.59,81.55,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,8.68,2,Nov-02,1,6,,12,0,4846,42.9,15,w,48 months,15.59
394,112150510,,4000,4000,4000,36 months,18.06,144.74,D,D2,Jun-17,Current,n,,car,Car financing,495xx,MI,8.85,0,Aug-95,1,60,32,25,5,2139,44.6,40,w,48 months,20.06
395,111812016,,7500,7500,7500,36 months,10.91,245.23,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,701xx,LA,18.64,0,Jul-03,0,56,,8,0,168,3.0,28,w,48 months,12.91
396,112105987,,4500,4500,4500,36 months,7.97,140.96,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,13.78,0,Jul-03,0,44,,14,0,7455,28.3,32,w,48 months,9.969999999999999
397,112389791,,15500,15500,15500,36 months,9.93,499.64,B,B2,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,227xx,VA,20.63,0,Jul-04,0,,116,14,1,14149,55.9,38,w,None,11.93
398,111976268,,35000,35000,35000,36 months,9.93,1128.21,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,786xx,TX,19.84,0,Jul-94,0,,,11,0,71087,70.0,25,w,48 months,11.93
399,111495858,,7000,7000,7000,36 months,7.07,216.37,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,114xx,NY,9.48,0,Nov-10,0,,,9,0,10653,22.9,17,w,48 months,9.07
400,111986164,,6800,6800,6800,36 months,19.03,249.37,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,347xx,FL,32.31,0,Jul-88,2,50,,18,0,14698,45.2,29,f,48 months,21.03
401,112369375,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,5.69,0,Dec-10,0,,,10,0,9783,35.8,13,w,48 months,12.42
402,112058493,,25000,25000,25000,60 months,10.42,536.36,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,705xx,LA,29.84,0,Jun-00,0,,,10,0,21879,61.5,15,w,None,12.42
403,112152082,,25000,25000,25000,60 months,24.85,731.59,E,E3,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,308xx,GA,16.01,0,Aug-02,0,60,,17,0,24526,44.9,29,w,None,26.85
404,112436254,,3000,3000,3000,36 months,13.59,101.94,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,17.43,2,Oct-12,0,7,,8,0,2324,10.8,9,w,48 months,15.59
405,112437260,,11200,11200,11200,60 months,9.93,237.59,B,B2,Jun-17,Current,n,,vacation,Vacation,932xx,CA,3.64,0,Aug-02,0,,94,21,1,3923,7.2,30,w,None,11.93
406,112436232,,1200,1200,1200,36 months,23.88,47.01,E,E2,Jun-17,Current,n,,other,Other,600xx,IL,21.8,0,Mar-08,1,,98,6,1,663,5.7,10,w,48 months,25.88
407,112057185,,2100,2100,2100,36 months,13.59,71.36,C,C2,Jun-17,Fully Paid,n,,other,Other,900xx,CA,29.82,0,Apr-04,0,,,6,0,26842,98.0,10,w,None,15.59
408,112073267,,2100,2100,2100,36 months,21.45,79.61,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,537xx,WI,27.23,0,Dec-79,1,41,,14,0,18237,72.1,30,w,48 months,23.45
409,112436202,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,major_purchase,Major purchase,330xx,FL,9.86,1,Nov-05,0,0,,5,0,1631,16.1,9,w,48 months,12.42
410,110996664,,32000,32000,32000,60 months,14.08,745.92,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,187xx,PA,22.56,0,Jun-97,0,39,,4,0,2705,52.0,18,w,None,16.08
411,111789078,,34900,34900,34900,36 months,16.02,1227.33,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,26.76,0,Jun-06,0,56,,18,0,22252,47.6,23,w,48 months,18.02
412,111651894,,9500,9500,9500,36 months,11.99,315.5,B,B5,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,925xx,CA,13.55,1,Apr-08,2,17,,15,0,5926,17.1,26,w,48 months,13.99
413,112027077,,16000,16000,16000,36 months,9.44,512.08,B,B1,Jun-17,Late (16-30 days),n,,debt_consolidation,Debt consolidation,322xx,FL,22.22,0,Dec-98,0,,,5,0,5019,40.5,15,w,48 months,11.44
414,112152930,,15000,15000,15000,36 months,9.93,483.52,B,B2,Jun-17,Fully Paid,n,,home_improvement,Home improvement,945xx,CA,20.7,0,Nov-79,0,41,,8,0,26146,22.7,23,w,None,11.93
415,110945933,,24000,24000,24000,36 months,10.42,779.16,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,773xx,TX,15.32,0,Oct-92,2,,,16,0,20409,64.4,30,w,48 months,12.42
416,112063660,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,598xx,MT,27.01,0,Mar-02,1,,,8,0,11672,58.1,14,w,48 months,12.42
417,111511824,,5000,5000,5000,36 months,9.93,161.18,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,378xx,TN,16.49,0,Feb-07,0,,,3,0,3558,67.1,8,w,48 months,11.93
418,111967395,,5500,5500,5500,36 months,10.42,178.56,B,B3,Jun-17,Current,n,,other,Other,815xx,CO,13.64,0,Jan-85,1,,78,11,1,5081,13.0,31,w,48 months,12.42
419,111976784,,18000,18000,18000,36 months,10.42,584.37,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,027xx,MA,22.9,0,May-07,0,49,,12,0,27305,39.9,22,w,48 months,12.42
420,112008296,,10000,10000,10000,60 months,9.44,209.73,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,983xx,WA,29.79,0,Sep-98,0,54,,8,0,23464,90.9,15,w,None,11.44
421,112319278,,10000,10000,10000,36 months,21.45,379.07,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,27.22,0,Nov-04,1,,89,9,2,2754,13.8,30,w,48 months,23.45
422,111947433,,6400,6400,6400,36 months,20.0,237.85,D,D4,Jun-17,Current,n,,medical,Medical expenses,285xx,NC,19.84,0,Mar-07,0,,,10,0,2535,47.8,17,w,48 months,22.0
423,111827734,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,home_improvement,Home improvement,328xx,FL,18.33,0,Aug-07,1,,,10,0,4563,10.9,17,w,48 months,13.99
424,112209661,,10000,10000,10000,36 months,7.21,309.74,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,543xx,WI,12.23,0,Sep-02,0,46,57,6,3,9215,39.2,14,w,48 months,9.21
425,111541425,,20000,20000,20000,60 months,15.05,476.33,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,320xx,FL,11.15,0,Sep-95,1,42,,8,0,16879,70.6,12,w,None,17.05
426,111732718,,9500,9500,9500,36 months,11.99,315.5,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,717xx,AR,19.44,0,Aug-04,0,26,,5,0,11678,53.8,17,w,48 months,13.99
427,112199650,,15000,15000,15000,60 months,20.0,397.41,D,D4,Jun-17,Late (31-120 days),n,,credit_card,Credit card refinancing,553xx,MN,25.59,1,Apr-00,5,17,,12,0,8599,55.0,40,w,None,22.0
428,111026310,,3700,3700,3700,36 months,5.32,111.43,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,8.25,0,Sep-05,1,,,12,0,1880,9.0,15,w,48 months,7.32
429,111421386,,10000,10000,10000,36 months,15.05,346.9,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,799xx,TX,47.63,0,Nov-11,0,34,,9,0,5025,42.9,19,w,48 months,17.05
430,111630913,,9600,9600,9600,36 months,11.99,318.82,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,346xx,FL,15.94,1,May-06,0,5,,12,0,12748,64.1,17,w,48 months,13.99
431,112043232,,2000,2000,2000,36 months,11.99,66.42,B,B5,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,104xx,NY,19.04,2,Jul-07,1,9,,13,0,1642,23.8,19,w,None,13.99
432,112359813,,12000,12000,12000,36 months,12.62,402.14,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,180xx,PA,18.43,0,Jul-12,0,,,13,0,21723,49.6,16,w,48 months,14.62
433,112146344,,25000,25000,25000,36 months,15.05,867.25,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,606xx,IL,13.68,0,Sep-13,0,,,14,0,13816,37.5,16,w,48 months,17.05
434,111978460,,35000,35000,35000,36 months,29.69,1479.87,F,F2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,206xx,MD,26.61,0,Sep-02,0,30,,13,0,17750,84.9,27,f,48 months,31.69
435,112149236,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,946xx,CA,29.01,0,Dec-03,0,,,14,0,17030,52.7,24,w,48 months,11.93
436,111449394,,20000,20000,20000,36 months,16.02,703.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,13.79,0,Sep-04,0,,30,7,1,8501,48.3,11,w,48 months,18.02
437,112041864,,12000,12000,12000,36 months,7.07,370.91,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,125xx,NY,26.67,0,May-01,1,45,,12,0,159499,95.0,21,w,48 months,9.07
438,112081518,,18000,18000,18000,36 months,9.93,580.22,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,300xx,GA,24.83,2,Oct-98,1,4,,17,0,15848,39.7,44,w,48 months,11.93
439,110919583,,5000,5000,5000,36 months,16.02,175.84,C,C5,Jun-17,Current,n,,other,Other,907xx,CA,16.34,0,Oct-02,0,,70,17,2,13794,21.1,21,w,48 months,18.02
440,111773408,,30000,30000,30000,36 months,22.91,1159.89,E,E1,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,200xx,DC,13.4,0,Jun-90,0,80,,10,0,13088,34.9,20,w,None,24.91
441,111694581,,8000,8000,8000,36 months,15.05,277.52,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,295xx,SC,18.92,0,Oct-77,1,33,3,11,3,8754,34.3,19,w,48 months,17.05
442,111772950,,5000,5000,5000,36 months,7.07,154.55,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,331xx,FL,17.41,0,Jun-99,0,,109,14,1,10916,33.5,21,w,48 months,9.07
443,111754803,,17600,17600,17600,60 months,15.05,419.17,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,716xx,AR,9.93,0,Oct-12,2,,,6,0,6752,82.3,10,w,None,17.05
444,112152826,,3000,3000,3000,36 months,9.93,96.71,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,330xx,FL,25.03,0,Jan-07,0,39,113,14,1,5660,24.5,21,w,48 months,11.93
445,112105173,,6025,6025,6025,36 months,11.99,200.09,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,021xx,MA,15.21,0,Aug-10,0,24,,9,0,3209,94.4,13,w,48 months,13.99
